id,imdb_id,popularity,budget,revenue,original_title,cast,homepage,director,tagline,keywords,overview,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj
25983,tt1172994,0.31344,0,0,The House of the Devil,Jocelin Donahue|Mary Woronov|Greta Gerwig|AJ Bowen|Heather Robb,,Ti West,Talk on the phone. Finish your homework. Watch TV. Die.,ritual|cult|independent film|human sacrifice|eclipse,"In the 1980s, college student Samantha Hughes takes a strange babysitting job that coincides with a full lunar eclipse. She slowly realizes her clients harbor a terrifying secret.",95,Mystery|Horror,MPI Media Group,4/25/09,72,5.9,2009,0,0
16028,tt0283632,0.381369,17000000,0,They,Laura Regan|Marc Blucas|Ethan Embry|Dagmara DomiÅ„czyk|Jon Abrahams,,Robert Harmon,Are you afraid of the dark? You should be.,suicide|asylum|nightmare|darkness|supernatural,"After witnessing a horrific and traumatic event, Julia Lund, a graduate student in psychology, gradually comes to the realization that everything which scared her as a child could be real. And what's worse, it might be coming back to get her..",89,Horror|Thriller,Dimension Films|Focus Features|Good Machine|Radar Pictures,11/1/02,22,4.4,2002,20608443.6915493,0
13578,tt1041753,0.090252,0,0,Harold,Cuba Gooding Jr.|Spencer Breslin|Ally Sheedy|Stella Maeve|Nikki Blonsky,http://www.haroldmoviesite.com/,T. Sean Shannon,,,A teenager with an early onset of male-pattern baldness befriends his high school's janitor.,90,Comedy,,7/13/08,10,4.6,2008,0,0
33871,tt1249300,0.088814,0,0,"Merry Christmas, Drake and Josh",Drake Bell|Josh Peck|Miranda Cosgrove|Bailee Madison|Nancy Sullivan,,Michael Grossman,,,"While trying to avoid an obsessed girl, rocker Drake Parker meets a young girl, who makes him promise to give her family the best Christmas ever. Later, at the Premiere's first ever Christmas party, a group of teens start to make trouble. Concerned, Josh, Drake's stepbrother, calls the cops about a disturbance, but they are confused and think the entire party is the disturbance, and even arrest the kind Josh. Requiring Josh's help to keep his promise, Drake tries to break his brother out of prison, but is caught. At court, the judge decides that the two must give the girl and her foster family the best Christmas ever, or face years in jail. They face many problems along the way, including Officer Perry, a strict detective that hates Christmas; a colorful group of foster children; and a wild wood chipper. It is up to Drake and Josh to save Christmas for the good-hearted children, or face the consequences.",94,Comedy,Nickelodeon Network|Schneiders Bakery,12/5/08,13,5.8,2008,0,0
52208,tt1352388,0.62808,0,0,Nude Nuns With Big Guns,Bill Oberst Jr.|Tomas Boykin|Devanny Pinn|Tawny Amber Young|Maxie J. Santillan Jr.,http://www.nudenunswithbigguns.com/,Joseph Guzman,This sister is one bad mother!,drug traffic|nudity|exploitation|revenge|gun violence,"Upon taking her vows to become a nun, Sister Sarah is abused, brainwashed and drugged into submission by the corrupt clergy. On the verge of death from a lethal dose of drugs, Sister Sarah receives a message from GOD telling her to take vengeance on all those who did her wrong. Armed with God's will and an arsenal of big guns, she dispenses Judgment Day on her former tormentors. When the church hires the merciless motorcycle gang the ""Los Muertos"" to track down and kill her they soon realize that this SISTER IS ONE BAD MOTHER.",90,Thriller|Action|Comedy,Freak Show Entertainment,9/24/10,22,3.6,2010,0,0
170194,tt1648208,0.355905,7000000,0,Riddle,Elisabeth Harnois|Val Kilmer|Diora Baird|Ryan Malgarini|William Sadler,,John O. Hartman|Nicholas Mross,A mysterious town. A deadly secret.,,"Holly &amp; Nathan Teller live in a small town in Pennsylvania. Holly is on the cheerleading team and has a close relationship with her younger brother Nathan, who is subjected to bullying at school.  Nathan is taken for a car ride one day by the bullies, whose intent about what they are going to do with Nathan is not clear. He gives them the slip, but disappears and is still missing after three years.",100,Mystery|Thriller,Daronimax Media,1/10/13,14,4.5,2013,6552233.46918297,0
13851,tt1117563,0.456683,3500000,0,Batman: Gotham Knight,Kevin Conroy|Gary Dourdan|Jason Marsden|Jim Meskimen|David McCallum,http://www.warnervideo.com/batmangothamknight/,Yasuhiro Aoki|Futoshi Higashide|Toshiyuki Kubooka|Hiroshi Morioka|Jong-Sik Nam|Shoujirou Nishimi,Get Ready... to Rage Against Evil.,dc comics|anthology|super powers,Explore Bruce Wayne's transition from his beginning as a tormented vigilantee to The Dark Knight of a crumbling metropolis with six distinct chapters but intended to be viewed as a whole.,75,Animation|Action|Adventure,DC Comics|Warner Bros. Animation|Madhouse|Bee Train,7/3/08,105,6.8,2008,3544753.21833208,0
39891,tt0062885,0.321891,0,0,The Devil Rides Out,Christopher Lee|Charles Gray|Nike Arrighi|Leon Greene|Patrick Mower,,Terence Fisher,The beauty of woman . . . the demon of darkness . . . the unholy union of,black magic|satanist|supernatural|hammer horror|occult,"The powers of good are pitted against the forces of evil as the Duc de Richelieu wrestles with the charming but deadly Satanist, Mocata, for the soul of his friend. Mocata has the knowledge and the power to summon the forces of darkness and, as the Duc de Richelieu and his friends remain within the protected pentacle, they are subjected to ever-increasing horror until thundering hooves herald the arrival of the Angel of Death.",96,Horror,Hammer Film Productions|Associated British-PathÃ©|Seven Arts Pictures,7/20/68,17,6.2,1968,0,0
10004,tt0129871,0.021863,0,0,Desperation,Steven Weber|Tom Skerritt|Charles Durning|Annabeth Gish|Matt Frewer,,Mick Garris,"In this town, there are no accidents.",sheriff|nevada|highway|psychopath|serial killer,"When a sheriff arrests a writer, a family, a couple, and a hitchiker and throws them in a jail cell in the deserted town of Desperation, they must fight for their lives.",131,Drama|Fantasy|Horror|Thriller|Mystery,Buena Vista|Touchstone Television|Sennet Entertainment,5/23/06,25,5.2,2006,0,0
24001,tt0907676,0.168316,0,0,The Hills Run Red,Sophie Monk|William Sadler|Tad Hilgenbrink|Janet Montgomery|Mike Straub,http://www.hillsrunred.com/,Dave Parker,Trespassers will be slaughtered...,movie in movie|slasher,"A group of young horror fans go searching for a film that mysteriously vanished years ago but instead find that the demented killer from the movie is real, and he's thrilled to meet fans who will die gruesomely for his art.",81,Horror,Dark Castle Entertainment|Fever Dreams|Warner Premiere|Ludovico Technique,9/29/09,29,4.6,2009,0,0
277594,tt3499424,0.095473,0,0,Hercules Reborn,John Hennigan|Christian Oliver|Christina Wolfe|Marcus Shirock|James Duval,http://www.theasylum.cc/product.php?id=252,Nick Lyon,,greece|ancient greece|hercules,"When a young man's bride is kidnapped by an evil king, he turns to Hercules for help. The fallen hero has been living in exile, banished for killing his family, but the young man's courage inspires Hercules. Together, they fight to rescue the bride and reclaim the honor of Hercules.",90,Adventure|Action,The Asylum,7/8/14,36,4.1,2014,0,0
14550,tt0097235,0.475745,0,0,The Dream Team,Michael Keaton|Christopher Lloyd|Peter Boyle|Stephen Furst|Lorraine Bracco,,Howard Zieff,Four guys on a field trip to reality.,,This morning they were playing ping-pong in the hospital rec room. Now they're lost in New York and framed for murder. This was never covered in group therapy.,113,Comedy,Universal Pictures,4/7/89,20,5.7,1989,0,0
13479,tt0068359,0.238043,0,0,A Charlie Brown Thanksgiving,Todd Barbee|Robin Kohn|Stephen Shea|Stephen Shea,,Bill Melendez|Phil Roman,Spend Thanksgiving With Good Ol' Charlie Brown!,holiday,"Turkey, cranberries, pumpkin pie... and the Peanuts gang to share them with. This is going to be the greatest Thanksgiving ever! The fun begins when Peppermint Patty invites herself and her pals to Charlie Brown's house for a REALLY big turkey party. Good grief! All our hero can cook is cold cereal and maybe toast. Is Charlie Brown doomed? Not when Linus, Snoopy and Woodstock chip in to save the (Thanksgiving) Day. With such good friends, Charlie Brown - and all of us - have so many reasons to be thankful.",25,Animation|Comedy|Family,Lee Mendelson Film Productions|Bill Melendez Productions|United Feature Syndicate (UFS),11/20/73,23,7.6,1973,0,0
23382,tt0469318,0.252355,0,0,Dark Country,Thomas Jane|Ron Perlman|Lauren German|Chris Browning|Con Schell,,Thomas Jane,,suspense,A couple en route from Las Vegas are forced to deal with a body out in the desert making their honeymoon one hellish ride.,88,Horror|Thriller,Hyde Park Films,10/5/09,14,5.5,2009,0,0
19100,tt0478566,0.358059,0,0,Nos jours heureux,Jean-Paul Rouve|Marilou Berry|Omar Sy|Lannick Gautry|Julie Fournier,,Olivier Nakache|Eric Toledano,,,"Set in 1992, a manager Vincent has to run a children's holiday camp for three weeks and to face the unexpected concerning the place, his colleagues, various problems linked to children about the rooms, trips, their belongings...",103,Comedy|Family,M6 Films|La Petite Reine|SND|Quad Productions,6/28/06,115,7.1,2006,0,0
273404,tt2048770,0.154121,0,0,I'll Follow You Down,Gillian Anderson|Haley Joel Osment|Rufus Sewell|Victor Garber|Kiara Glasco,https://www.facebook.com/pages/Ill-Follow-You-Down/222501401232131,Richie Mehta,,,"After the disappearance of a young scientist on a business trip, his son and wife struggle to cope, only to make a bizarre discovery years later - one that may bring him home.",93,Science Fiction|Drama|Mystery,Telefilm Canada|Ontario Media Development Corporation (OMDC)|Harold Greenberg Fund|Resolute Films and Entertainment,7/28/13,31,5.8,2013,0,0
9652,tt0073580,0.186184,0,0,Professione: reporter,Jack Nicholson|Maria Schneider|Jenny Runacre|Ian Hendry|Steven Berkoff,,Michelangelo Antonioni,,hotel|journalist|identity|europe|passport,"David Locke (Jack Nicholson) is a world-weary American journalist who has been sent to cover a conflict in northern Africa, but he makes little progress with the story. When he discovers the body of a stranger who looks similar to him, Locke assumes the dead man's identity. However, he soon finds out that the man was an arms dealer, leading Locke into dangerous situations. Aided by a beautiful woman (Maria Schneider), Locke attempts to avoid both the police and criminals out to get him.",121,Thriller|Drama,Les Films Concordia|CIPI Cinematografica S.A.|Compagnia Cinematografica Champion,2/28/75,28,6.8,1975,0,0
16993,tt0068575,0.024345,0,0,Fat City,Stacy Keach|Jeff Bridges|Susan Tyrrell|Candy Clark|Nicholas Colasanto,,John Huston,Life is what happens in between rounds.,transporter|boxer|boxing match|sport|gritty,"Two men, working as professional boxers, come to blows when their careers each begin to take opposite momentum.",100,Drama,Columbia Pictures Corporation|Rastar Pictures,7/26/72,12,5.9,1972,0,0
61717,tt0790781,0.425339,6000000,0,Wendy Wu: Homecoming Warrior,Brenda Song|Shin Koyamada|Susan Chuang|Sally Martin|Anna Hutchison,,John Laing,Pretty. Tough.,martial arts|chinese|martial arts master|fighting|ancient china,"It is the story of an average, popular American teenager named Wendy Wu who discovers that in order to win the coveted crown she must first learn the way of the warrior. Wendy Wu has a one track mind, and that track leads directly to the title of homecoming queen -- no unscheduled stops, and no unnecessary detours. When a mysterious Chinese monk named Shen arrives to mold Wendy into a fearless kung fu warrior, however, her royal aspirations suddenly jump the track as she desperately attempts to juggle her boyfriend, her homework, and of course, the fierce competition to become homecoming queen. Now, as Wendy begins to train her mind, body, and spirit in the ancient tradition of the martial arts and her inner warrior gradually begins to emerge, the girl who once obsessed over popularity finally begins to put that popularity into perspective as she gradually realizes what truly matters in life.",90,Action|Adventure|Family|TV Movie,Disney Channel,6/16/06,43,5.4,2006,6490014.94974943,0
50211,tt0089977,0.112308,0,0,Scout Toujours,GÃ©rard Jugnot|Jean-Claude Leguay|Jean-Yves Chatelais|Jean-Paul Comart|Eric Prat,,GÃ©rard Jugnot,,,"France, 1965 - An aging mamma's boy becomes the replacement leader of a rowdy group of teenage boy scouts who make his life miserable.",98,Comedy,Films A2|Arturo Production|Film 7,11/27/85,14,5.9,1985,0,0
26593,tt0066301,0.2348,0,0,Rio Lobo,John Wayne|Jorge Rivero|Jennifer O'Neill|Jack Elam|Christopher Mitchum,,Howard Hawks,"Give 'Em Hell, John.",sheriff|texas|traitor|colonel,"After the Civil War, Cord McNally searches for the traitor whose perfidy caused the defeat of McNally's unit and the loss of a close friend.",114,Action|Western,Batjac Productions|Cinema Center Films|Malabar,12/18/70,17,5.7,1970,0,0
28118,tt1461418,0.376307,0,0,The Gruffalo,Helena Bonham Carter|Rob Brydon|Robbie Coltrane|James Corden|John Hurt,,Max Lang|Jakob Schuh,,snake|mouse|fox|owl,The magical tale of a mouse who takes a walk though the woods in search of a nut.,27,Animation|Family,Magic Light Pictures,12/25/09,41,6.6,2009,0,0
147538,tt2396224,0.019197,0,0,It's Such a Beautiful Day,,,Don Hertzfeldt,,short-term memory|mental instability,"Bill struggles to put together his shattered psyche, in this new feature film version of Don Hertzfeldt's animated short film trilogy.",62,Fantasy|Animation|Comedy|Drama,Bitter Films,10/5/12,51,7.9,2012,0,0
82657,tt1975159,0.332041,0,0,7500,Ryan Kwanten|Amy Smart|Leslie Bibb|Jamie Chung|Scout Taylor-Compton,http://www.7500movie.com/,Takashi Shimizu,"At 30,000 feet. There's Nowhere to Run.",supernatural|flight|number in title|ghost|pacific  ocean,"Flight 7500 departs Los Angeles International Airport bound for Tokyo. As the overnight flight makes its way over the Pacific Ocean during its ten-hour course, the passengers encounter what appears to be a supernatural force in the cabin.",97,Thriller|Horror|Mystery,Vertigo Entertainment|Ozla Pictures|Ozla Productions|CBS Films,5/16/14,138,4.3,2014,0,0
172847,tt2012011,0.293833,0,0,Scenic Route,Josh Duhamel|Dan Fogler|Miracle Laurie|Christie Burson|Peter Michael Goetz,,Kevin Goetz|Michael Goetz,There is no turning back,stupidity|friends|summer|fighting|desert,"Stranded on an isolated desert road, two life-long friends fight for survival as their already strained relationship spirals into knife-wielding madness.",85,Drama|Thriller,Anonymous Content|Best Medicine Productions,8/23/13,49,6.1,2013,0,0
157422,tt1943014,0.292437,0,0,The Wicked Within,Sienna Guillory|Gianni Capaldi|Enzo Cilenti|Michele Hicks|Sonja Kinski,https://www.facebook.com/The-Wicked-Within-266290676718514/,Jay Alaimo,Every family has its demons. The truth will possess us all.,,"After a year passes since the sudden death of a child, a family gathering takes place whilst unexplainable events occur. Tension over peculiar circumstances cracks the veneer of cordiality and dark secrets emerge.",91,Horror,After Dark Films|High Five Films,10/16/15,17,4.1,2015,0,0
29702,tt0084777,0.492302,0,0,Tenebre,Anthony Franciosa|John Saxon|Daria Nicolodi|Giuliano Gemma|Christian Borromeo,,Dario Argento,Terror Beyond Belief,rome|giallo,An American writer in Rome is stalked by a serial killer bent on harassing him while killing all people associated with his work on his latest book.,110,Horror|Thriller|Mystery,Sigma Cinematografica Roma,10/28/82,50,6,1982,0,0
14295,tt0203230,0.090689,0,0,You Can Count on Me,Laura Linney|Mark Ruffalo|Matthew Broderick|Jon Tenney|Rory Culkin,,Kenneth Lonergan,,independent film,"A single mother's life is thrown into turmoil after her struggling, rarely-seen younger brother returns to town.",111,Drama|Romance,Cappa Productions|Hart-Sharp Entertainment|Crush Entertainment,11/17/00,31,6.1,2000,0,0
766,tt0106308,1.375348,11000000,0,Army of Darkness,Bruce Campbell|Embeth Davidtz|Marcus Gilbert|Ian Abercrombie|Richard Grove,,Sam Raimi,Trapped in time. Surrounded by evil. Low on gas.,prophecy|witch|swordplay|supermarket|castle,"A man is accidentally transported to 1300 A.D., where he must battle an army of the dead and retrieve the Necronomicon so he can return home.",81,Fantasy|Horror|Comedy,Universal Pictures|Renaissance Pictures|Dino De Laurentiis Company,10/9/92,446,7.2,1992,17094266.8004785,0
15450,tt1142798,0.079309,0,0,The Family That Preys,Kathy Bates|Alfre Woodard|Tyler Perry|Sanaa Lathan|Rockmond Dunbar,,Tyler Perry,Business is like family. Keep your affairs in order.,,"Alice Pratt, a hard working Christian woman, raised her two daughters while managing a simple diner of her own. Her snobbish and arrogant daughter Andrea graduated in Economic Science and works in a construction corporation while her sister Pam stayed with Alice and worked in the diner. Andrea is married to construction worker Chris, who works in the same corporation as his wife but dreams of starting up his own business. However she is being unfaithful to him - with their boss William Cartwright. William is the son of Alice's best friend, the wealthy Charlotte Cartwright. While Alice travels with Charlotte on a road trip, the ambition and infidelity of William triggers a series of events that will affect relationships in both families.",111,Drama|Romance,Lions Gate Films,9/12/08,11,6.4,2008,0,0
32332,tt0119327,0.066135,0,0,Hugo Pool,Alyssa Milano|Mark Boone Junior|Malcolm McDowell|Sean Penn|Robert Downey Jr.,,Robert Downey Sr.,A comedy with serious relief,dancing|victim|love|independent film|pool cleaner,Hugo Pool is a quirky tale of a Los Angeles pool cleaner who falls in love with a young man dying of Lou Gerhig's Disease.,92,Comedy|Romance,Nomadic Pictures|BMG Independents,1/1/97,11,4.9,1997,0,0
205321,tt2724064,0.422934,1000000,0,Sharknado,Ian Ziering|Tara Reid|Cassie Scerbo|John Heard|Jaason Simmons,http://www.theasylum.cc/product.php?id=230,Anthony C. Ferrante,Enough said!,california|helicopter|beach|tornado|hurricane,"A freak hurricane hits Los Angeles, causing man-eating sharks to be scooped up in tornadoes and flooding the city with shark-infested seawater. Surfer and bar-owner Fin sets out with his friends Baz and Nova to rescue his estranged wife April and teenage daughter Claudia",86,TV Movie|Horror,The Asylum|Syfy|Southward Films,7/11/13,312,3.9,2013,936033.352740424,0
74777,tt1610996,0.262882,70000,0,Absentia,Katie Parker|Courtney Bell|Morgan Peter Brown|Dave Levine|Justin Gordon,,Mike Flanagan,There are fates worse than death.,pregnancy|declared dead|returned alive,"Tricia's husband Daniel has been missing for seven years. Her younger sister Callie comes to live with her as the pressure mounts to finally declare him 'dead in absentia.' As Tricia sifts through the wreckage and tries to move on with her life, Callie finds herself drawn to an ominous tunnel near the house. As she begins to link it to other mysterious disappearances, it becomes clear that Daniel's presumed death might be anything but 'natural.' The ancient force at work in the tunnel might have set its sights on Callie and Tricia... and Daniel might be suffering a fate far worse than death in its grasp.",92,Mystery|Horror|Thriller,Blue Dot Productions|FallBack Plan Productions,3/3/11,48,5.7,2011,67857.862981403,0
28605,tt0093091,0.345753,0,0,Ghoulies II,Damon Martin|Royal Dano|Phil Fondacaro|J. Downing|Kerry Remsen,,Albert Band,They'll get you in the end ... Again!,,"Ghoulies II picks up a short time after the first movie, a few of the little nasties stow away on an amusement park ride and bring big bucks to a dying fair. The creatures are mad after an attempt to kill them, so the creatures go on a rampage through the fairgrounds, ultimately leading to an explosive conclusion!",89,Comedy|Horror,Empire Pictures|Taryn Productions Inc.,9/18/87,13,3.5,1987,0,0
126909,tt2219564,0.083202,0,0,Cousin Ben Troop Screening,Jason Schwartzman,http://www.funnyordie.com/videos/fc132ce8b2/cousin-ben-troop-screening,Wes Anderson,,,Cousin Ben hosts a screening of Wes Anderson's Moonrise Kingdom to the troops.,2,,,1/1/12,14,7,2012,0,0
71700,tt1580426,0.20523,0,0,Repeaters,Dustin Milligan|Amanda Crew|Richard de Klerk|Alexia Fast|Anja Savcic,,Carl Bessai,,recovering drug addict|group of friends,"A gritty mind-bending thriller about three twenty-somethings who find themselves in an impossible time labyrinth, where each day they awaken to the same terrifying day as the preceding one.",89,Science Fiction|Thriller|Drama,Rampart Films|Raven West Films Ltd.|Resonance Film & Video,1/1/10,26,5.2,2010,0,0
25853,tt0285728,0.229565,0,0,Dahmer,Jeremy Renner|Bruce Davison|Artel Great|Kate Williamson,,David Jacobson,The mind is a place of its own.,biography|drama,"On February 15, 1992 in Milwaukee, Wisconsin, Jeffrey Lionel Dahmer, one of the world's most infamous serial killers, was convicted of 15 counts of murder and sentenced to 937 years of federal prison. This movie is based on events from his life. Certain characters and events are fictional.",101,Drama|Horror,,6/21/02,22,4.7,2002,0,0
9096,tt0104839,0.38545,40000000,0,Medicine Man,Sean Connery|Lorraine Bracco|JosÃ© Wilker|Rodolfo De Alexandre|Angelo Barra Moreira,,John McTiernan,He turned his back on civilization. Only to discover he had the power to save it.,medicine|ant|research|amazon|cancer,"An eccentric scientist working for a large drug company is working on a research project in the Amazon jungle. He sends for a research assistant and a gas chromatograph because he's close to a cure for cancer. When the assistant turns out to be a ""mere woman,"" he rejects her help. Meanwhile the bulldozers get closer to the area in which they are conducting research, and they eventually learn to work together, and begin falling in love.",106,Adventure,Hollywood Pictures|Cinergi Pictures Entertainment,2/7/92,57,5.8,1992,62160970.1835582,0
213121,tt2446040,0.028875,0,0,Toy Story of Terror!,Tom Hanks|Tim Allen|Kristen Schaal|Carl Weathers|Wallace Shawn,,Angus MacLane,One toy gets left behind!,halloween|pixar animated short|toys,"What starts out as a fun road trip for the Toy Story gang takes an unexpected turn for the worse when the trip detours to a roadside motel. After one of the toys goes missing, the others find themselves caught up in a mysterious sequence of events that must be solved before they all suffer the same fate in this Toy Story of Terror.",22,Animation|Comedy|Family,Pixar Animation Studios,10/15/13,167,7.3,2013,0,0
158150,tt2395247,0.026459,0,0,How to Fall in Love,Brooke D'Orsay|Eric Mabius|Jody Thompson|Gina Holden|Panou,,Mark Griffiths,,,"An accountant, who never quite grew out of his awkward teenage years, finds himself with a dating coach - she happens to be his high school crush as well. Thanks to his coach, he gets a pretty woman he has his sights on for some time, but realizes they are incompatible. Meanwhile, his dating lessons with his teenage crush reawaken old feelings. Not realizing the feelings are mutual, he finds himself unable to act on them due to his fear of being rejected by the one he truly loves.",0,Comedy|Romance|TV Movie,Annuit Coeptis Entertainment Inc.|Annuit Coeptis Entertainment II,7/21/12,11,4.7,2012,0,0
11302,tt0066808,0.448675,2000000,0,Bananas,Woody Allen|Louise Lasser|Carlos MontalbÃ¡n|Nati Abascal|Jacobo Morales,,Woody Allen,,revolution|political activism|loser,"When a bumbling New Yorker is dumped by his activist girlfriend, he travels to a tiny Latin American nation and becomes involved in its latest rebellion.",82,Comedy,United Artists|Jack Rollins & Charles H. Joffe Productions,4/28/71,76,6.5,1971,10770389.8288746,0
37058,tt1571404,0.019248,0,0,I'm Here,Sienna Guillory|Andrew Garfield,http://www.imheremovie.com/,Spike Jonze,,self sacrifice|lovers,"A library assistant plods through an ordinary life in LA until a chance meeting opens his eyes to a the power of creativity and ultimately, love. When this new life and love begin to fall apart, he discovers he has a lot to give. This short film proves that ordinary is no place to be.",30,Drama,,3/1/10,28,7.4,2010,0,0
77499,tt2091240,0.370236,0,0,Barbie: A Perfect Christmas,Diana Kaarina|Jennifer Waris|Rachel Harrison|Nevada Brandt|Lauren Lavoie,,Terry Klassen|Mark Baldo,,,"Join Barbie and her sisters Skipper, Stacie and Chelsea as their holiday vacation plans turn into a most unexpected adventure and heartwarming lesson. After a snowstorm diverts their plane, the girls find themselves far from their New York destination and their holiday dreams. Now stranded at a remote inn in the tiny town of Tannenbaum, the sisters are welcomed by new friends and magical experiences. In appreciation for the wonderful hospitality they receive, they use their musical talents to put on a performance for the whole town. Barbie and her sisters realize the joy of being together is what really makes A Perfect Christmas!",74,Animation|Family,,7/1/11,21,5.8,2011,0,0
270221,tt3301196,0.145356,232000,0,Neverlake,Daisy Keeping|Joy Tanner|Martin Kashirokov|Lisa Ruth Andreozzi|Alice Belardi,http://www.onemorepictures.it/en/film/neverlake/,Riccardo Paoletti,Horror is nothing more than truth,legend|spirit,"On a trip home to visit her father, Jenny is thrown into a world of mystery, horror and legend when she is called upon by 3000 year old spirits of the Neverlake to help return their lost artifacts and save the lives of missing children.",86,Horror|Drama|Mystery,One More Pictures,12/13/13,10,4,2013,217159.737835778,0
36801,tt1196204,0.228405,0,0,Cemetery Junction,Christian Cooke|Felicity Jones|Tom Hughes|Jack Doolan|Ricky Gervais,http://www.sonypictures.co.uk/movies/cemeteryjunction/,Ricky Gervais|Stephen Merchant,Be Young. Be Free. Be Somebody.,alcohol|factory|fight|girlfriend|daughter,"In 1970s England, three friends spend their days joking, drinking, fighting and chasing girls. Freddie wants to leave their working-class world but cool, charismatic Bruce and lovable loser Snork are happy with life the way it is. When Freddie gets a new job as a door-to-door salesman and bumps into his old school sweetheart Julie, the gang are forced to make choices that will change their lives forever.",95,Drama|Comedy,Columbia Pictures|Sony International Motion Picture Production Group,4/14/10,42,6.8,2010,0,0
43617,tt0498116,0.155311999999999,0,0,Madame Irma,Didier Bourdon|Pascal LÃ©gitimus|Arly Jover|Catherine Mouchet|Julie Ferrier,,Didier Bourdon,,,"Francis, who is in his forties, manages the French subsidiary of an American high-tech company. But the shareholders suddenly decide to close it. Depressed by the idea of being unemployed and the prospect of losing his second wife, Francis decides to consult a fortune-teller. The experience is a real eye-opener for him and the start of a new career: He pretends to be a fortune teller himself and turns into Madame Irma. How to explain that to his wife Clotilde?",90,Comedy,,12/6/06,17,5.7,2006,0,0
321594,tt4368814,0.082444,0,0,Louis C.K.: Live at The Comedy Store,Louis C.K.,https://www.louisck.net/purchase/live-at-the-comedy-store,Louis C.K.,,stand-up|stand up comedy,"This material was developed and prepared over the last year or so, mostly in comedy clubs. This special kind of goes back to when he used to just make noises and be funny for no particular reason. It felt right to him to shoot this special in a club to give it that live immediate intimate feeling. The show is about an hour long. The opening act, who is seen at the beginning (good place for an opening act) is Jay London. One of his favorite club comics going way back to the late 80s when he first started in working in New York.",65,Comedy,Pig Newton,1/27/15,35,7.7,2015,0,0
244610,tt2503154,0.204989,0,0,The Den,Melanie Papalia|Matt Riedy|David Schlachtenhaufen|Adam Shapiro|Matt Lasky,,Zachary Donohue,Online is the scene of the #crime,police|suspense|kidnapping|invasion of privacy|hacking,A young woman studying the habits of webcam chat users from the apparent safety of her apartment witnesses a brutal murder online and is quickly immersed in a nightmare in which she and her loved ones are targeted for the same grisly fate as the first victim.,81,Horror|Thriller,Onset Films|Cliffbrook Films,12/12/13,58,5.9,2013,0,0
28520,tt1086216,0.157549,0,0,Uncertainty,Joseph Gordon-Levitt|Lynn Collins|Assumpta Serna|Nelson Landrieu|Manoel Felciano,,Scott McGehee|David Siegel,The choice is theirs.,independent film,"Every choice has a consequence. But what if the flip of a coin could trigger two separate but parallel destinies? Bobby (Joseph Gordon-Levitt) and Kate (Lynn Collins) are a young New York couple at a crossroads whose lives are about to take very different directions. A seemingly ordinary July 4th is cleaved in two by the flip of a coin. One path leads them to gentle discoveries about family, loss and each other on a visit to Brooklyn, and the other plunges them into an urban nightmare of pursuit, suspense and murder in Manhattan.",101,Drama|Thriller|Romance,,11/15/09,22,5.5,2009,0,0
40925,tt0889595,0.246447,0,0,Dream Boy,Stephan Bender|Max Roeg|Thomas Jay Ryan|Diana Scarwid|Owen Beckman,http://dreamboy-themovie.com/,James Bolton,,,Two gay teenagers become involved in a relationship in the rural south in the late 70's.,88,Drama|Romance,,10/24/08,12,5.8,2008,0,0
14642,tt0825279,0.395691,1000000,0,20 Years After,Azura Skye|Joshua Leonard|Nathan Baesel|Diane Salinger|Reg E. Cathey,,Jim Torres,,post-apocalyptic|dystopia,"In the middle of nowhere, 20 years after an apocalyptic terrorist event that obliterated the face of the world!",95,Drama|Fantasy|Science Fiction,,1/1/08,12,2.9,2008,1012786.63380916,0
19259,tt0090274,0.22413,0,0,Volunteers,Tom Hanks|John Candy|Rita Wilson|Tim Thomerson|Gedde Watanabe,,Nicholas Meyer,"Ready or not, here they come.",gambling|cia|asia|cold war|coca-cola,"Lawrence is a rich kid with a bad accent and a large debt. After his father refuses to help him out, Lawrence escapes his angry debtors by jumping on a Peace Corp flight to Southeast Asia, where he is assigned to build a bridge for the local villagers with American-As-Apple-Pie WSU Grad Tom Tuttle and the beautiful and down-to earth Beth Wexler.",107,Comedy,TriStar Pictures,8/16/85,17,5.1,1985,0,0
18971,tt0100519,0.400886,0,0,Rosencrantz & Guildenstern Are Dead,Gary Oldman|Tim Roth|Richard Dreyfuss|Livio Badurina|Tomislav Maretic,,Tom Stoppard,,shakespeare adaptation|fate|existentialism,"Two minor characters from the play, ""Hamlet"" stumble around unaware of their scripted lives and unable to deviate from them.",117,Comedy|Drama,Brandenberg|WNET Channel 13 New York,9/12/90,33,6.7,1990,0,0
64853,tt1515199,0.040279,0,0,Fertile Ground,Leisha Hailey|Jami Bassman |Stephanie Brown|Kailah Combs|Ingrid Coree,,Adam Gierasch,From Cradle To Grave.,possession,"Emily and Nate Weaver leave the city for the rural comfort of Nateâ€™s ancestral home in the country. Once there, Emily is plagued by horrifying visions and haunted by the ghosts inhabiting their isolated new home. When Nateâ€™s behavior undergoes a strange and fearful metamorphosis, Emily fears she might be the latest target in a murderous tradition.",95,Horror,After Dark Films,1/28/11,13,4,2011,0,0
